SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,FG2M,FG2A,FG2_PTS,FG3_PTS,FRAC_ATT_2PT,FRAC_ATT_3PT,FRAC_MK_2PT,FRAC_MK_3PT,FRAC_PTS_2PT,FRAC_PTS_3PT,FRAC_PTS_FT,OPP_TEAM_ABBR,OPP_PTS,MONTH,YEAR,HOME_AWAY,CONFERENCE,OPP_CONFERENCE,DATE_MATCHUP
22025,1610612755,PHI,Philadelphia 76ers,0022500114,2025-10-27,PHI vs. ORL,W,240,48,97,0.495,14,33,0.424,26,32,0.813,14,25,39,25,5,9,7,27,136,12,1,34,64,68,42,0.6597938144329897,0.3402061855670103,0.7083333333333334,0.2916666666666667,0.5,0.3088235294117647,0.19117647058823528,ORL,124,10,2025,HOME,EAST,EAST,10-27 vs. ORL
22025,1610612737,ATL,Atlanta Hawks,0022500115,2025-10-27,ATL @ CHI,L,240,49,98,0.5,11,32,0.344,14,20,0.7,8,28,36,32,8,1,6,17,123,-5,1,38,66,76,33,0.673469387755102,0.32653061224489793,0.7755102040816326,0.22448979591836735,0.6178861788617886,0.2682926829268293,0.11382113821138211,CHI,128,10,2025,AWAY,EAST,EAST,10-27 @ CHI
22025,1610612762,UTA,Utah Jazz,0022500120,2025-10-27,UTA vs. PHX,W,265,44,108,0.407,16,49,0.327,34,36,0.944,28,36,64,27,8,4,19,27,138,4,1,28,59,56,48,0.5462962962962963,0.4537037037037037,0.6363636363636364,0.36363636363636365,0.4057971014492754,0.34782608695652173,0.2463768115942029,PHX,134,10,2025,HOME,WEST,WEST,10-27 vs. PHX
22025,1610612751,BKN,Brooklyn Nets,0022500116,2025-10-27,BKN @ HOU,L,240,41,86,0.477,15,40,0.375,12,18,0.667,15,22,37,22,3,0,14,24,109,-28,1,26,46,52,45,0.5348837209302325,0.46511627906976744,0.6341463414634146,0.36585365853658536,0.47706422018348627,0.41284403669724773,0.11009174311926606,HOU,137,10,2025,AWAY,EAST,WEST,10-27 @ HOU
22025,1610612747,LAL,Los Angeles Lakers,0022500122,2025-10-27,LAL vs. POR,L,240,40,86,0.465,7,27,0.259,21,26,0.808,12,30,42,23,11,5,25,19,108,-14,1,33,59,66,21,0.686046511627907,0.313953488372093,0.825,0.175,0.6111111111111112,0.19444444444444445,0.19444444444444445,POR,122,10,2025,HOME,WEST,WEST,10-27 vs. POR
22025,1610612757,POR,Portland Trail Blazers,0022500122,2025-10-27,POR @ LAL,W,240,47,103,0.456,14,43,0.326,14,15,0.933,19,30,49,24,12,9,19,17,122,14,1,33,60,66,42,0.5825242718446602,0.4174757281553398,0.7021276595744681,0.2978723404255319,0.5409836065573771,0.3442622950819672,0.11475409836065574,LAL,108,10,2025,AWAY,WEST,WEST,10-27 @ LAL
22025,1610612738,BOS,Boston Celtics,0022500117,2025-10-27,BOS @ NOP,W,240,46,95,0.484,18,53,0.34,12,15,0.8,16,38,54,25,5,7,12,24,122,32,1,28,42,56,54,0.4421052631578947,0.5578947368421052,0.6086956521739131,0.391304347826087,0.45901639344262296,0.4426229508196721,0.09836065573770492,NOP,90,10,2025,AWAY,EAST,EAST,10-27 @ NOP
22025,1610612741,CHI,Chicago Bulls,0022500115,2025-10-27,CHI vs. ATL,W,240,48,92,0.522,16,43,0.372,16,21,0.762,12,39,51,33,5,4,18,20,128,5,1,32,49,64,48,0.532608695652174,0.4673913043478261,0.6666666666666666,0.3333333333333333,0.5,0.375,0.125,ATL,123,10,2025,HOME,EAST,EAST,10-27 vs. ATL
22025,1610612742,DAL,Dallas Mavericks,0022500119,2025-10-27,DAL vs. OKC,L,240,33,87,0.379,12,39,0.308,16,22,0.727,6,30,36,20,6,4,9,15,94,-7,1,21,48,42,36,0.5517241379310345,0.4482758620689655,0.6363636363636364,0.36363636363636365,0.44680851063829785,0.3829787234042553,0.1702127659574468,OKC,101,10,2025,HOME,WEST,WEST,10-27 vs. OKC
22025,1610612750,MIN,Minnesota Timberwolves,0022500008,2025-10-27,MIN vs. DEN,L,240,40,85,0.471,10,32,0.313,24,29,0.828,7,26,33,19,8,9,15,22,114,-13,1,30,53,60,30,0.6235294117647059,0.3764705882352941,0.75,0.25,0.5263157894736842,0.2631578947368421,0.21052631578947367,DEN,127,10,2025,HOME,WEST,WEST,10-27 vs. DEN
22025,1610612743,DEN,Denver Nuggets,0022500008,2025-10-27,DEN @ MIN,W,240,46,88,0.523,13,26,0.5,22,25,0.88,10,36,46,24,5,4,14,24,127,13,1,33,62,66,39,0.7045454545454546,0.29545454545454547,0.717391304347826,0.2826086956521739,0.5196850393700787,0.30708661417322836,0.1732283464566929,MIN,114,10,2025,AWAY,WEST,WEST,10-27 @ MIN
22025,1610612761,TOR,Toronto Raptors,0022500118,2025-10-27,TOR @ SAS,L,240,37,79,0.468,12,32,0.375,17,23,0.739,1,19,20,29,9,4,15,23,103,-18,1,25,47,50,36,0.5949367088607594,0.4050632911392405,0.6756756756756757,0.32432432432432434,0.4854368932038835,0.34951456310679613,0.1650485436893204,SAS,121,10,2025,AWAY,EAST,WEST,10-27 @ SAS
22025,1610612759,SAS,San Antonio Spurs,0022500118,2025-10-27,SAS vs. TOR,W,240,39,67,0.582,13,27,0.481,30,36,0.833,7,37,44,29,11,3,21,17,121,18,1,26,40,52,39,0.5970149253731343,0.40298507462686567,0.6666666666666666,0.3333333333333333,0.4297520661157025,0.32231404958677684,0.24793388429752067,TOR,103,10,2025,HOME,WEST,EAST,10-27 vs. TOR
22025,1610612756,PHX,Phoenix Suns,0022500120,2025-10-27,PHX @ UTA,L,265,45,106,0.425,20,55,0.364,24,31,0.774,18,30,48,37,13,8,14,29,134,-4,1,25,51,50,60,0.4811320754716981,0.5188679245283019,0.5555555555555556,0.4444444444444444,0.373134328358209,0.44776119402985076,0.1791044776119403,UTA,138,10,2025,AWAY,WEST,WEST,10-27 @ UTA
22025,1610612763,MEM,Memphis Grizzlies,0022500121,2025-10-27,MEM @ GSW,L,240,40,88,0.455,12,39,0.308,26,28,0.929,7,32,39,32,8,3,13,20,118,-13,1,28,49,56,36,0.5568181818181818,0.4431818181818182,0.7,0.3,0.4745762711864407,0.3050847457627119,0.22033898305084745,GSW,131,10,2025,AWAY,WEST,WEST,10-27 @ GSW
22025,1610612744,GSW,Golden State Warriors,0022500121,2025-10-27,GSW vs. MEM,W,240,44,83,0.53,19,43,0.442,24,30,0.8,7,32,39,36,7,5,16,24,131,13,1,25,40,50,57,0.4819277108433735,0.5180722891566265,0.5681818181818182,0.4318181818181818,0.3816793893129771,0.4351145038167939,0.183206106870229,MEM,118,10,2025,HOME,WEST,WEST,10-27 vs. MEM
22025,1610612748,MIA,Miami Heat,0022500124,2025-10-28,MIA vs. CHA,W,240,52,96,0.542,20,45,0.444,20,22,0.909,8,29,37,34,8,2,11,16,144,27,1,32,51,64,60,0.53125,0.46875,0.6153846153846154,0.38461538461538464,0.4444444444444444,0.4166666666666667,0.1388888888888889,CHA,117,10,2025,HOME,EAST,EAST,10-28 vs. CHA
22025,1610612755,PHI,Philadelphia 76ers,0022500123,2025-10-28,PHI @ WAS,W,265,45,100,0.45,17,42,0.405,32,37,0.865,18,37,55,26,7,11,14,21,139,5,1,28,58,56,51,0.58,0.42,0.6222222222222222,0.37777777777777777,0.4028776978417266,0.3669064748201439,0.2302158273381295,WAS,134,10,2025,AWAY,EAST,EAST,10-28 @ WAS
22025,1610612764,WAS,Washington Wizards,0022500123,2025-10-28,WAS vs. PHI,L,265,51,107,0.477,17,43,0.395,15,21,0.714,13,37,50,33,10,5,16,30,134,-5,1,34,64,68,51,0.5981308411214953,0.40186915887850466,0.6666666666666666,0.3333333333333333,0.5074626865671642,0.3805970149253731,0.11194029850746269,PHI,139,10,2025,HOME,EAST,EAST,10-28 vs. PHI
22025,1610612760,OKC,Oklahoma City Thunder,0022500126,2025-10-28,OKC vs. SAC,W,240,42,92,0.457,14,44,0.318,9,10,0.9,10,34,44,26,11,10,15,19,107,6,1,28,48,56,42,0.5217391304347826,0.4782608695652174,0.6666666666666666,0.3333333333333333,0.5233644859813084,0.3925233644859813,0.08411214953271028,SAC,101,10,2025,HOME,WEST,WEST,10-28 vs. SAC
22025,1610612758,SAC,Sacramento Kings,0022500126,2025-10-28,SAC @ OKC,L,240,36,85,0.424,10,29,0.345,19,21,0.905,9,37,46,21,11,3,17,16,101,-6,1,26,56,52,30,0.6588235294117647,0.3411764705882353,0.7222222222222222,0.2777777777777778,0.5148514851485149,0.297029702970297,0.18811881188118812,OKC,107,10,2025,AWAY,WEST,WEST,10-28 @ OKC
22025,1610612749,MIL,Milwaukee Bucks,0022500125,2025-10-28,MIL vs. NYK,W,240,43,79,0.544,14,34,0.412,21,24,0.875,4,34,38,27,7,8,13,21,121,10,1,29,45,58,42,0.569620253164557,0.43037974683544306,0.6744186046511628,0.32558139534883723,0.4793388429752066,0.34710743801652894,0.17355371900826447,NYK,111,10,2025,HOME,EAST,EAST,10-28 vs. NYK
22025,1610612752,NYK,New York Knicks,0022500125,2025-10-28,NYK @ MIL,L,240,39,92,0.424,13,40,0.325,20,23,0.87,17,28,45,24,9,2,13,21,111,-10,1,26,52,52,39,0.5652173913043478,0.43478260869565216,0.6666666666666666,0.3333333333333333,0.46846846846846846,0.35135135135135137,0.18018018018018017,MIL,121,10,2025,AWAY,EAST,EAST,10-28 @ MIL
22025,1610612766,CHA,Charlotte Hornets,0022500124,2025-10-28,CHA @ MIA,L,240,40,90,0.444,18,45,0.4,19,23,0.826,9,32,41,26,9,3,18,18,117,-27,1,22,45,44,54,0.5,0.5,0.55,0.45,0.37606837606837606,0.46153846153846156,0.1623931623931624,MIA,144,10,2025,AWAY,EAST,EAST,10-28 @ MIA
22025,1610612746,LAC,LA Clippers,0022500127,2025-10-28,LAC @ GSW,L,240,30,82,0.366,6,33,0.182,13,16,0.813,13,34,47,10,7,2,16,5,79,-19,1,24,49,48,18,0.5975609756097561,0.4024390243902439,0.8,0.2,0.6075949367088608,0.22784810126582278,0.16455696202531644,GSW,98,10,2025,AWAY,WEST,WEST,10-28 @ GSW
22025,1610612744,GSW,Golden State Warriors,0022500127,2025-10-28,GSW vs. LAC,W,240,39,86,0.453,17,45,0.378,3,4,0.75,10,32,42,24,11,3,13,15,98,19,1,22,41,44,51,0.47674418604651164,0.5232558139534884,0.5641025641025641,0.4358974358974359,0.4489795918367347,0.5204081632653061,0.030612244897959183,LAC,79,10,2025,HOME,WEST,WEST,10-28 vs. LAC
22025,1610612761,TOR,Toronto Raptors,0022500131,2025-10-29,TOR vs. HOU,L,240,43,85,0.506,21,40,0.525,14,19,0.737,4,18,22,29,6,2,10,26,121,-18,1,22,45,44,63,0.5294117647058824,0.47058823529411764,0.5116279069767442,0.4883720930232558,0.36363636363636365,0.5206611570247934,0.11570247933884298,HOU,139,10,2025,HOME,EAST,WEST,10-29 vs. HOU
22025,1610612745,HOU,Houston Rockets,0022500131,2025-10-29,HOU @ TOR,W,240,50,87,0.575,13,30,0.433,26,34,0.765,17,36,53,31,9,8,17,16,139,18,1,37,57,74,39,0.6551724137931034,0.3448275862068966,0.74,0.26,0.5323741007194245,0.2805755395683453,0.18705035971223022,TOR,121,10,2025,AWAY,WEST,EAST,10-29 @ TOR
22025,1610612765,DET,Detroit Pistons,0022500129,2025-10-29,DET vs. ORL,W,240,46,93,0.495,13,32,0.406,30,34,0.882,14,32,46,29,11,8,14,28,135,19,1,33,61,66,39,0.6559139784946236,0.34408602150537637,0.717391304347826,0.2826086956521739,0.4888888888888889,0.28888888888888886,0.2222222222222222,ORL,116,10,2025,HOME,EAST,EAST,10-29 vs. ORL
22025,1610612753,ORL,Orlando Magic,0022500129,2025-10-29,ORL @ DET,L,240,38,83,0.458,12,31,0.387,28,40,0.7,15,28,43,22,5,5,17,27,116,-19,1,26,52,52,36,0.6265060240963856,0.37349397590361444,0.6842105263157895,0.3157894736842105,0.4482758620689655,0.3103448275862069,0.2413793103448276,DET,135,10,2025,AWAY,EAST,EAST,10-29 @ DET
22025,1610612740,NOP,New Orleans Pelicans,0022500134,2025-10-29,NOP @ DEN,L,240,32,85,0.376,7,34,0.206,17,29,0.586,13,23,36,17,9,3,14,15,88,-34,1,25,51,50,21,0.6,0.4,0.78125,0.21875,0.5681818181818182,0.23863636363636365,0.19318181818181818,DEN,122,10,2025,AWAY,EAST,WEST,10-29 @ DEN
22025,1610612754,IND,Indiana Pacers,0022500133,2025-10-29,IND @ DAL,L,240,37,106,0.349,13,45,0.289,18,28,0.643,19,33,52,20,8,7,14,29,105,-2,1,24,61,48,39,0.5754716981132075,0.42452830188679247,0.6486486486486487,0.35135135135135137,0.45714285714285713,0.37142857142857144,0.17142857142857143,DAL,107,10,2025,AWAY,EAST,WEST,10-29 @ DAL
22025,1610612743,DEN,Denver Nuggets,0022500134,2025-10-29,DEN vs. NOP,W,240,48,90,0.533,14,42,0.333,12,14,0.857,13,43,56,40,6,4,14,23,122,34,1,34,48,68,42,0.5333333333333333,0.4666666666666667,0.7083333333333334,0.2916666666666667,0.5573770491803278,0.3442622950819672,0.09836065573770492,NOP,88,10,2025,HOME,WEST,EAST,10-29 vs. NOP
22025,1610612757,POR,Portland Trail Blazers,0022500135,2025-10-29,POR @ UTA,W,240,46,96,0.479,21,55,0.382,23,27,0.852,14,25,39,34,14,5,18,33,136,2,1,25,41,50,63,0.4270833333333333,0.5729166666666666,0.5434782608695652,0.45652173913043476,0.36764705882352944,0.4632352941176471,0.16911764705882354,UTA,134,10,2025,AWAY,WEST,WEST,10-29 @ UTA
22025,1610612762,UTA,Utah Jazz,0022500135,2025-10-29,UTA vs. POR,L,240,41,84,0.488,11,35,0.314,41,49,0.837,16,30,46,30,10,7,22,24,134,-2,1,30,49,60,33,0.5833333333333334,0.4166666666666667,0.7317073170731707,0.2682926829268293,0.44776119402985076,0.2462686567164179,0.30597014925373134,POR,136,10,2025,HOME,WEST,WEST,10-29 vs. POR
22025,1610612751,BKN,Brooklyn Nets,0022500130,2025-10-29,BKN vs. ATL,L,240,40,88,0.455,11,37,0.297,21,27,0.778,15,32,47,23,4,4,16,17,112,-5,1,29,51,58,33,0.5795454545454546,0.42045454545454547,0.725,0.275,0.5178571428571429,0.29464285714285715,0.1875,ATL,117,10,2025,HOME,EAST,EAST,10-29 vs. ATL
22025,1610612737,ATL,Atlanta Hawks,0022500130,2025-10-29,ATL @ BKN,W,240,44,93,0.473,13,33,0.394,16,22,0.727,13,31,44,33,11,8,8,26,117,5,1,31,60,62,39,0.6451612903225806,0.3548387096774194,0.7045454545454546,0.29545454545454547,0.5299145299145299,0.3333333333333333,0.13675213675213677,BKN,112,10,2025,AWAY,EAST,EAST,10-29 @ BKN
22025,1610612742,DAL,Dallas Mavericks,0022500133,2025-10-29,DAL vs. IND,W,240,36,79,0.456,5,24,0.208,30,37,0.811,7,40,47,21,4,7,19,22,107,2,1,31,55,62,15,0.6962025316455697,0.3037974683544304,0.8611111111111112,0.1388888888888889,0.5794392523364486,0.14018691588785046,0.2803738317757009,IND,105,10,2025,HOME,WEST,EAST,10-29 vs. IND
22025,1610612758,SAC,Sacramento Kings,0022500132,2025-10-29,SAC @ CHI,L,240,43,82,0.524,7,28,0.25,20,26,0.769,5,26,31,28,10,2,10,17,113,-13,1,36,54,72,21,0.6585365853658537,0.34146341463414637,0.8372093023255814,0.16279069767441862,0.6371681415929203,0.18584070796460178,0.17699115044247787,CHI,126,10,2025,AWAY,WEST,EAST,10-29 @ CHI
22025,1610612739,CLE,Cleveland Cavaliers,0022500128,2025-10-29,CLE @ BOS,L,240,35,87,0.402,17,52,0.327,18,24,0.75,11,31,42,25,6,4,14,22,105,-20,1,18,35,36,51,0.40229885057471265,0.5977011494252874,0.5142857142857142,0.4857142857142857,0.34285714285714286,0.4857142857142857,0.17142857142857143,BOS,125,10,2025,AWAY,EAST,EAST,10-29 @ BOS
22025,1610612738,BOS,Boston Celtics,0022500128,2025-10-29,BOS vs. CLE,W,240,42,95,0.442,21,57,0.368,20,24,0.833,18,35,53,29,11,3,10,19,125,20,1,21,38,42,63,0.4,0.6,0.5,0.5,0.336,0.504,0.16,CLE,105,10,2025,HOME,EAST,EAST,10-29 vs. CLE
22025,1610612741,CHI,Chicago Bulls,0022500132,2025-10-29,CHI vs. SAC,W,240,49,91,0.538,14,32,0.438,14,18,0.778,12,34,46,34,6,2,16,20,126,13,1,35,59,70,42,0.6483516483516484,0.3516483516483517,0.7142857142857143,0.2857142857142857,0.5555555555555556,0.3333333333333333,0.1111111111111111,SAC,113,10,2025,HOME,EAST,WEST,10-29 vs. SAC
22025,1610612747,LAL,Los Angeles Lakers,0022500136,2025-10-29,LAL @ MIN,W,240,45,83,0.542,11,31,0.355,15,22,0.682,11,29,40,34,6,5,19,22,116,1,1,34,52,68,33,0.6265060240963856,0.37349397590361444,0.7555555555555555,0.24444444444444444,0.5862068965517241,0.28448275862068967,0.12931034482758622,MIN,115,10,2025,AWAY,WEST,WEST,10-29 @ MIN
22025,1610612750,MIN,Minnesota Timberwolves,0022500136,2025-10-29,MIN vs. LAL,L,240,41,82,0.5,15,30,0.5,18,22,0.818,9,25,34,30,8,5,18,23,115,-1,1,26,52,52,45,0.6341463414634146,0.36585365853658536,0.6341463414634146,0.36585365853658536,0.45217391304347826,0.391304347826087,0.1565217391304348,LAL,116,10,2025,HOME,WEST,WEST,10-29 vs. LAL
22025,1610612763,MEM,Memphis Grizzlies,0022500137,2025-10-29,MEM @ PHX,W,240,44,93,0.473,15,38,0.395,11,13,0.846,9,32,41,31,12,3,17,17,114,1,1,29,55,58,45,0.5913978494623656,0.40860215053763443,0.6590909090909091,0.3409090909090909,0.5087719298245614,0.39473684210526316,0.09649122807017543,PHX,113,10,2025,AWAY,WEST,WEST,10-29 @ PHX
22025,1610612756,PHX,Phoenix Suns,0022500137,2025-10-29,PHX vs. MEM,L,240,41,86,0.477,16,40,0.4,15,17,0.882,8,32,40,25,11,4,21,20,113,-1,1,25,46,50,48,0.5348837209302325,0.46511627906976744,0.6097560975609756,0.3902439024390244,0.4424778761061947,0.4247787610619469,0.13274336283185842,MEM,114,10,2025,HOME,WEST,WEST,10-29 vs. MEM
